Date,Sender,Recipient,Place of Dispatch,Place of Destination,Dispatch_GeoNames,Destination_GeoNames,link
[vor dem 07.05.1799],Friedrich von Schlegel,Johann Friedrich Gottlieb Unger,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17041?left=text&query_id=6773ee556fe85
[vor dem 07.05.1799],Friederike Helene Unger,Friedrich von Schlegel,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17042?left=text&query_id=6773ee556fe85
[vor dem 10.05.1799],Johann Diederich Gries,August Wilhelm von Schlegel,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17043?left=text&query_id=6773ee556fe85
[vor dem 10.05.1799],August Wilhelm von Schlegel,Friedrich Rochlitz,Jena,Leipzig,https://www.geonames.org/2895044,https://www.geonames.org/2879139,https://briefe-der-romantik.de/letters/view/17044?left=text&query_id=6773ee556fe85
[vor dem 20.05.1799],August Wilhelm von Schlegel,Franz Gareis,Jena,Dresden,https://www.geonames.org/2895044,https://www.geonames.org/2935022,https://briefe-der-romantik.de/letters/view/17045?left=text&query_id=6773ee556fe85
[vor dem 26.06.1799],August Wilhelm von Schlegel,Franz Gareis,Jena,Giebichenstein,https://www.geonames.org/2895044,https://www.geonames.org/2920649,https://briefe-der-romantik.de/letters/view/17046?left=text&query_id=6773ee556fe85
[vor dem 31.07.1799],Heinrich Frölich,August Wilhelm von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17047?left=text&query_id=6773ee556fe85
"Freitag,  8. März 1799",August Wilhelm von Schlegel,August Ludwig Hülsen,Jena,Fehrbellin-Lentzke,https://www.geonames.org/2895044,,https://briefe-der-romantik.de/letters/view/17048?left=text&query_id=6773ee556fe85
"Montag,  8. Juli 1799",August Ludwig Hülsen,Friedrich von Schlegel,Fehrbellin-Lentzke,Berlin,,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17049?left=text&query_id=6773ee556fe85
"Freitag, 26. Juli 1799",Henrik Steffens,Caroline von Schelling,Freiberg,Jena,https://www.geonames.org/2925192,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17050?left=text&query_id=6773ee556fe85
[vor dem 01.07.1799],August Wilhelm von Schlegel,Benjamin Beresford,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17051?left=text&query_id=6773ee556fe85
[vor dem 10.08.1799],August Wilhelm von Schlegel,Friedrich von Schlegel,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17052?left=text&query_id=6773ee556fe85
"Freitag,  2. August 1799",August Wilhelm von Schlegel,Ludwig Ferdinand Huber,Jena,Stuttgart,https://www.geonames.org/2895044,https://www.geonames.org/2825297,https://briefe-der-romantik.de/letters/view/17053?left=text&query_id=6773ee556fe85
"Freitag, 30. August 1799",Charlotte Ernst,August Wilhelm von Schlegel,Dresden,Jena,https://www.geonames.org/2935022,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17054?left=text&query_id=6773ee556fe85
"Montag, 23. September 1799",August Wilhelm von Schlegel,Heinrich Frölich,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17055?left=text&query_id=6773ee556fe85
[vor dem 18.03.1799],August Wilhelm von Schlegel,Karl August Moritz Schlegel,Jena,Göttingen,https://www.geonames.org/2895044,https://www.geonames.org/2918632,https://briefe-der-romantik.de/letters/view/17056?left=text&query_id=6773ee556fe85
[vor dem 02.10.1799],August Wilhelm von Schlegel,Karl August Moritz Schlegel,Jena,Göttingen,https://www.geonames.org/2895044,https://www.geonames.org/2918632,https://briefe-der-romantik.de/letters/view/17057?left=text&query_id=6773ee556fe85
"Dienstag, 18. Juni 1799",August Wilhelm von Schlegel,Valerius Wilhelm Neubeck,Jena,Arnstadt,https://www.geonames.org/2895044,,https://briefe-der-romantik.de/letters/view/17058?left=text&query_id=6773ee556fe85
[vor dem 31.10.1799],August Wilhelm von Schlegel,Johann Gottlieb Fichte,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17059?left=text&query_id=6773ee556fe85
"Freitag,  1. November 1799",August Wilhelm von Schlegel,Johann Gottlieb Fichte,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17060?left=text&query_id=6773ee556fe85
"Montag,  4. November 1799",August Wilhelm von Schlegel,Karl Wilhelm Dassdorf,Jena,Dresden,https://www.geonames.org/2895044,https://www.geonames.org/2935022,https://briefe-der-romantik.de/letters/view/17061?left=text&query_id=6773ee556fe85
[vor dem 16.12.1799],Ludwig Ferdinand Huber,August Wilhelm von Schlegel,Stuttgart,Jena,https://www.geonames.org/2825297,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17062?left=text&query_id=6773ee556fe85
16.12.1799,August Wilhelm von Schlegel,Heinrich Frölich,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17063?left=text&query_id=6773ee556fe85
[vor dem 10.01.1800],Johann Diederich Gries,August Wilhelm von Schlegel,Göttingen,Jena,https://www.geonames.org/2918632,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17064?left=text&query_id=6773ee556fe85
[vor dem 10.01.1800],Caroline von Schelling,Johann Diederich Gries,Jena,Göttingen,https://www.geonames.org/2895044,https://www.geonames.org/2918632,https://briefe-der-romantik.de/letters/view/17065?left=text&query_id=6773ee556fe85
"Samstag,  8. März 1800",Friedrich Wilhelm Joseph von Schelling,Johann Wolfgang von Goethe,Jena,Weimar,https://www.geonames.org/2895044,https://www.geonames.org/2812482,https://briefe-der-romantik.de/letters/view/17066?left=text&query_id=6773ee556fe85
[Januar/Februar 1800],August Wilhelm von Schlegel,"Johann Friedrich Hartknoch, der Jüngere",Jena,Rudolstadt,https://www.geonames.org/2895044,https://www.geonames.org/2843355,https://briefe-der-romantik.de/letters/view/17067?left=text&query_id=6773ee556fe85
[Januar 1800],August Ferdinand Bernhardi,August Wilhelm von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17068?left=text&query_id=6773ee556fe85
"Freitag, 11. April 1800",August Wilhelm von Schlegel,August Ludwig Hülsen,Jena,Fehrbellin-Lentzke,https://www.geonames.org/2895044,,https://briefe-der-romantik.de/letters/view/17069?left=text&query_id=6773ee556fe85
[vor dem 12.04.1800],August Wilhelm von Schlegel,Friedrich Schleiermacher,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17070?left=text&query_id=6773ee556fe85
"Sonntag,  9. März 1800",August Wilhelm von Schlegel,Heinrich Frölich,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17071?left=text&query_id=6773ee556fe85
[vor dem 10.04.1800],Heinrich Frölich,Friedrich Schleiermacher,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17072?left=text&query_id=6773ee556fe85
[vor dem 10.04.1800],Friedrich Schleiermacher,Heinrich Frölich,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17073?left=text&query_id=6773ee556fe85
[vor dem 17.04.1800],August Wilhelm von Schlegel,Johanna Christiane Erdmuthe Schlegel,Jena,Hannover,https://www.geonames.org/2895044,https://www.geonames.org/2910831,https://briefe-der-romantik.de/letters/view/17074?left=text&query_id=6773ee556fe85
[Oktober 1799],August Wilhelm von Schlegel,Benjamin Beresford,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17075?left=text&query_id=6773ee556fe85
[vor dem 31.05.1800],August Wilhelm von Schlegel,Louise Brachmann,Jena,Weißenfels,https://www.geonames.org/2895044,https://www.geonames.org/2811899,https://briefe-der-romantik.de/letters/view/17076?left=text&query_id=6773ee556fe85
[vor dem 21.06.1800],Johann Diederich Gries,Caroline von Schelling,Göttingen,Bad Bocklet,https://www.geonames.org/2918632,https://www.geonames.org/2953540,https://briefe-der-romantik.de/letters/view/17077?left=text&query_id=6773ee556fe85
[vor dem 11.07.1800],Friedrich Schleiermacher,August Wilhelm von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17078?left=text&query_id=6773ee556fe85
"Freitag, 11. Juli 1800",August Wilhelm von Schlegel,Heinrich Frölich,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17079?left=text&query_id=6773ee556fe85
[vor dem 10.07.1800],Joseph Friedrich von Retzer,August Wilhelm von Schlegel,Wien,Jena,,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17080?left=text&query_id=6773ee556fe85
[vor dem 03.07.1800],August Wilhelm von Schlegel,Joseph Friedrich von Retzer,Jena,Wien,https://www.geonames.org/2895044,,https://briefe-der-romantik.de/letters/view/17081?left=text&query_id=6773ee556fe85
"Freitag, 25. Juli 1800",Friedrich von Schlegel,Johann Friedrich Gottlieb Unger,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17082?left=text&query_id=6773ee556fe85
[vor dem 26.07.1800],Johann Gottlob Matthäi,August Wilhelm von Schlegel,Dresden,Bamberg,https://www.geonames.org/2935022,https://www.geonames.org/2952984,https://briefe-der-romantik.de/letters/view/17083?left=text&query_id=6773ee556fe85
[vor dem 26.07.1800],Johann Friedrich Gottlieb Unger,August Wilhelm von Schlegel,Berlin,Bamberg,https://www.geonames.org/2950159,https://www.geonames.org/2952984,https://briefe-der-romantik.de/letters/view/17084?left=text&query_id=6773ee556fe85
[vor dem 06.08.1800],August Wilhelm von Schlegel,Friedrich von Schlegel,Bamberg,Jena,https://www.geonames.org/2952984,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17085?left=text&query_id=6773ee556fe85
[vor dem 06.08.1800],Friedrich August Eschen,August Wilhelm von Schlegel,Bern,Jena,https://www.geonames.org/2661552,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17086?left=text&query_id=6773ee556fe85
"Sonntag, 13. Juli 1800",August Wilhelm von Schlegel,Johann Friedrich von Cotta,Jena,Tübingen,https://www.geonames.org/2895044,https://www.geonames.org/2820860,https://briefe-der-romantik.de/letters/view/17087?left=text&query_id=6773ee556fe85
"Dienstag,  5. August 1800",August Wilhelm von Schlegel,Johann Friedrich von Cotta,Bamberg,Tübingen,https://www.geonames.org/2952984,https://www.geonames.org/2820860,https://briefe-der-romantik.de/letters/view/17088?left=text&query_id=6773ee556fe85
[zwischen 16.08. und 24.8.1800],August Wilhelm von Schlegel,Johann Gottlieb Fichte,Bamberg,Berlin,https://www.geonames.org/2952984,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17089?left=text&query_id=6773ee556fe85
[vor dem 21.08.1800],August Wilhelm von Schlegel,Luise Schläger,Bamberg,Unbekannt,https://www.geonames.org/2952984,,https://briefe-der-romantik.de/letters/view/17090?left=text&query_id=6773ee556fe85
[vor dem 25.08.1800],August Wilhelm von Schlegel,Friedrich von Schlegel,Bamberg,Jena,https://www.geonames.org/2952984,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17091?left=text&query_id=6773ee556fe85
[vor dem 25.08.1800],August Wilhelm von Schlegel,Friedrich von Schlegel,Bamberg,Jena,https://www.geonames.org/2952984,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17092?left=text&query_id=6773ee556fe85
[zwischen dem 22.10.1800 und dem 25.10.1800],August Wilhelm von Schlegel,Johanna Christiane Erdmuthe Schlegel,Braunschweig,Hannover,https://www.geonames.org/2945024,https://www.geonames.org/2910831,https://briefe-der-romantik.de/letters/view/17093?left=text&query_id=6773ee556fe85
[vor dem 28.10.1800],August Wilhelm von Schlegel,Friedrich von Schlegel,Braunschweig,Jena,https://www.geonames.org/2945024,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17094?left=text&query_id=6773ee556fe85
"Samstag,  1. November 1800",Friedrich von Schlegel,August Wilhelm von Schlegel,Jena,Braunschweig,https://www.geonames.org/2895044,https://www.geonames.org/2945024,https://briefe-der-romantik.de/letters/view/17095?left=text&query_id=6773ee556fe85
"Montag, 24. November 1800",August Wilhelm von Schlegel,Gottfried Schadow,Braunschweig,Berlin,https://www.geonames.org/2945024,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17096?left=text&query_id=6773ee556fe85
[vor dem 25.11.1800],August Wilhelm von Schlegel,Georg Ernst Tatter,Braunschweig,Hannover,https://www.geonames.org/2945024,https://www.geonames.org/2910831,https://briefe-der-romantik.de/letters/view/17097?left=text&query_id=6773ee556fe85
[vor dem 01.12.1800],Gottfried Schadow,August Wilhelm von Schlegel,Berlin,Braunschweig,https://www.geonames.org/2950159,https://www.geonames.org/2945024,https://briefe-der-romantik.de/letters/view/17098?left=text&query_id=6773ee556fe85
"Montag,  1. Dezember 1800",August Wilhelm von Schlegel,Gottfried Schadow,Braunschweig,Berlin,https://www.geonames.org/2945024,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17099?left=text&query_id=6773ee556fe85
[vor dem 05.12.1800],August Wilhelm von Schlegel,Friedrich von Schlegel,Braunschweig,Jena,https://www.geonames.org/2945024,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17100?left=text&query_id=6773ee556fe85
[vor dem 06.12.1800],Gottfried Schadow,August Wilhelm von Schlegel,Berlin,Braunschweig,https://www.geonames.org/2950159,https://www.geonames.org/2945024,https://briefe-der-romantik.de/letters/view/17101?left=text&query_id=6773ee556fe85
[vor dem 15.12.1800],August Wilhelm von Schlegel,Friedrich von Schlegel,Braunschweig,Jena,https://www.geonames.org/2945024,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17102?left=text&query_id=6773ee556fe85
[vor dem 27.12.1800],August Wilhelm von Schlegel,Johann Gottlieb Fichte,Braunschweig,Berlin,https://www.geonames.org/2945024,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17103?left=text&query_id=6773ee556fe85
[Oktober/November 1800],Georg Redlich,August Wilhelm von Schlegel,Bad Arolsen,Braunschweig,,https://www.geonames.org/2945024,https://briefe-der-romantik.de/letters/view/17104?left=text&query_id=6773ee556fe85
Unknown,Unknown,Unknown,Unknown,Unknown,,,https://briefe-der-romantik.de/letters/view/17105?left=text&query_id=6773ee556fe85
[vor dem 19.02.1801],Novalis,Johann Wilhelm Ritter,Weißenfels,Jena,https://www.geonames.org/2811899,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17106?left=text&query_id=6773ee556fe85
[vor dem 24.02.1801],Johann Dominik Fiorillo,August Wilhelm von Schlegel,Göttingen,Berlin,https://www.geonames.org/2918632,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17107?left=text&query_id=6773ee556fe85
[vor dem 24.02.1801],Johann Wilhelm Raphael Fiorillo,August Wilhelm von Schlegel,Göttingen,Berlin,https://www.geonames.org/2918632,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17108?left=text&query_id=6773ee556fe85
[vor dem 27.02.1801],Johann Dominik Fiorillo,August Wilhelm von Schlegel,Göttingen,Berlin,https://www.geonames.org/2918632,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17109?left=text&query_id=6773ee556fe85
[zwischen dem 20.02.1801 und dem 26.02.1801],August Wilhelm von Schlegel,Caroline von Schelling,Berlin,Braunschweig,https://www.geonames.org/2950159,https://www.geonames.org/2945024,https://briefe-der-romantik.de/letters/view/17110?left=text&query_id=6773ee556fe85
[vor dem 27.02.1801],Friedrich Wilhelm Joseph von Schelling,Caroline von Schelling,Jena,Braunschweig,https://www.geonames.org/2895044,https://www.geonames.org/2945024,https://briefe-der-romantik.de/letters/view/17111?left=text&query_id=6773ee556fe85
"Sonntag,  1. März 1801",Emma Welcker,August Wilhelm von Schlegel,Braunschweig,Berlin,https://www.geonames.org/2945024,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17112?left=text&query_id=6773ee556fe85
[vor dem 11.06.1801],Caroline von Schelling,Friedrich von Schlegel,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17113?left=text&query_id=6773ee556fe85
[vor dem 11.06.1801],Friedrich von Schlegel,Caroline von Schelling,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17114?left=text&query_id=6773ee556fe85
Unknown,Unknown,Unknown,Unknown,Unknown,,,https://briefe-der-romantik.de/letters/view/17115?left=text&query_id=6773ee556fe85
[nach dem 12.06.1801 und vor dem 22.06.1801],August Wilhelm von Schlegel,Caroline von Schelling,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17116?left=text&query_id=6773ee556fe85
[vor dem 22.06.1801],Caroline von Schelling,Johanna Christiane Erdmuthe Schlegel,Jena,Hannover,https://www.geonames.org/2895044,https://www.geonames.org/2910831,https://briefe-der-romantik.de/letters/view/17117?left=text&query_id=6773ee556fe85
[vor dem 22.06.1801],Caroline von Schelling,Henrik Steffens,Jena,Bamberg,https://www.geonames.org/2895044,https://www.geonames.org/2952984,https://briefe-der-romantik.de/letters/view/17118?left=text&query_id=6773ee556fe85
[vor dem 22.06.1801],Caroline von Schelling,Charlotte Campe,Jena,Braunschweig,https://www.geonames.org/2895044,https://www.geonames.org/2945024,https://briefe-der-romantik.de/letters/view/17119?left=text&query_id=6773ee556fe85
[nach dem 29.06.1801 und vor dem 06.07.1801],August Wilhelm von Schlegel,Caroline von Schelling,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17120?left=text&query_id=6773ee556fe85
[nach dem 29.06.1801 und vor dem 06.07.1801],August Wilhelm von Schlegel,Carl Friedrich Ernst Frommann,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17121?left=text&query_id=6773ee556fe85
"Montag,  6. Juli 1801",Caroline von Schelling,Carl Friedrich Ernst Frommann,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17122?left=text&query_id=6773ee556fe85
[vor dem 06.07.1801],Johann Dominik Fiorillo,Caroline von Schelling,Göttingen,Jena,https://www.geonames.org/2918632,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17123?left=text&query_id=6773ee556fe85
[vor dem 06.07.1801],Dorothea Friederike Wiedemann,Caroline von Schelling,Braunschweig,Jena,https://www.geonames.org/2945024,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17124?left=text&query_id=6773ee556fe85
[vor dem 06.07.1801],Johann Wilhelm Ritter,Unbekannt,"Oberweimar (Weimar, Lahn)",Jena,,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17125?left=text&query_id=6773ee556fe85
[vor dem 10.07.1801],August Wilhelm von Schlegel,Caroline von Schelling,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17126?left=text&query_id=6773ee556fe85
[vor dem 19.07.1801],August Wilhelm von Schlegel,Caroline von Schelling,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17127?left=text&query_id=6773ee556fe85
[vor dem 19.07.1801],Adalbert Friedrich Marcus,Caroline von Schelling,Bamberg,Jena,https://www.geonames.org/2952984,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17128?left=text&query_id=6773ee556fe85
[vor dem 19.07.1801],Johanna Christiane Erdmuthe Schlegel,Caroline von Schelling,Hannover,Jena,https://www.geonames.org/2910831,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17129?left=text&query_id=6773ee556fe85
[vor dem 27.07.1801],August Wilhelm von Schlegel,Caroline von Schelling,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17130?left=text&query_id=6773ee556fe85
"Samstag, 18. Juli 1801",Luise Wiedemann,August Wilhelm von Schlegel,Paris,Jena,https://www.geonames.org/2988507,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17131?left=text&query_id=6773ee556fe85
[vor dem 14.08.1801],Johann Jakob Mnioch,August Wilhelm von Schlegel,Warschau,Jena,https://www.geonames.org/756135,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17132?left=text&query_id=6773ee556fe85
[nach dem 25.08.1801 und vor dem 31.08.1801],Sophie Bernhardi,Christian Friedrich Tieck,Berlin,Weimar,https://www.geonames.org/2950159,https://www.geonames.org/2812482,https://briefe-der-romantik.de/letters/view/17133?left=text&query_id=6773ee556fe85
[vor dem 24.08.1801],Christian Friedrich Tieck,Sophie Bernhardi,Paris,Berlin,https://www.geonames.org/2988507,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17134?left=text&query_id=6773ee556fe85
[vor dem 01.10.1801],Ludwig Tieck,Christian Friedrich Tieck,Dresden,Weimar,https://www.geonames.org/2935022,https://www.geonames.org/2812482,https://briefe-der-romantik.de/letters/view/17135?left=text&query_id=6773ee556fe85
[vor dem 01.10.1801],Ludwig Tieck,Christian Friedrich Tieck,Dresden,Weimar,https://www.geonames.org/2935022,https://www.geonames.org/2812482,https://briefe-der-romantik.de/letters/view/17136?left=text&query_id=6773ee556fe85
[vor dem 01.09.1801],Christian Friedrich Tieck,Ludwig Tieck,Paris,Dresden,https://www.geonames.org/2988507,https://www.geonames.org/2935022,https://briefe-der-romantik.de/letters/view/17137?left=text&query_id=6773ee556fe85
"Freitag, 11. September 1801",Christian Friedrich Tieck,Sophie Bernhardi,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17138?left=text&query_id=6773ee556fe85
"Montag,  7. September 1801",August Wilhelm von Schlegel,Friedrich Bury,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17139?left=text&query_id=6773ee556fe85
[nach dem 13.09.1801 und vor dem 17.09.1801],Christian Friedrich Tieck,August Wilhelm von Schlegel,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17140?left=text&query_id=6773ee556fe85
[vor dem 18.09.1801],Caroline von Schelling,Johann Wolfgang von Goethe,Jena,Weimar,https://www.geonames.org/2895044,https://www.geonames.org/2812482,https://briefe-der-romantik.de/letters/view/17141?left=text&query_id=6773ee556fe85
[vor dem 05.03.1801],August Wilhelm von Schlegel,Caroline von Schelling,Berlin,Braunschweig,https://www.geonames.org/2950159,https://www.geonames.org/2945024,https://briefe-der-romantik.de/letters/view/17142?left=text&query_id=6773ee556fe85
"Freitag,  6. März 1801",Caroline von Schelling,Friedrich Vieweg,Braunschweig,Braunschweig,https://www.geonames.org/2945024,https://www.geonames.org/2945024,https://briefe-der-romantik.de/letters/view/17143?left=text&query_id=6773ee556fe85
[nach dem 06.12.1800],August Wilhelm von Schlegel,Unbekannt,Braunschweig,Unbekannt,https://www.geonames.org/2945024,,https://briefe-der-romantik.de/letters/view/17144?left=text&query_id=6773ee556fe85
"Freitag,  6. März 1801",Friedrich Vieweg,Caroline von Schelling,Braunschweig,Braunschweig,https://www.geonames.org/2945024,https://www.geonames.org/2945024,https://briefe-der-romantik.de/letters/view/17145?left=text&query_id=6773ee556fe85
[nach dem 16.02.1801],Caroline von Schelling,Johanna Christiane Erdmuthe Schlegel,Braunschweig,Hannover,https://www.geonames.org/2945024,https://www.geonames.org/2910831,https://briefe-der-romantik.de/letters/view/17146?left=text&query_id=6773ee556fe85
[vor dem 08.03.1801],Ludwig Tieck,August Wilhelm von Schlegel,Dresden,Berlin,https://www.geonames.org/2935022,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17147?left=text&query_id=6773ee556fe85
[nach dem 07.03.1801],August Wilhelm von Schlegel,Friedrich von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17148?left=text&query_id=6773ee556fe85
[nach dem 31.03.1801 und vor dem 04.04.1801},Luise Wiedemann,Caroline von Schelling,Braunschweig,"Harburg, Elbe",https://www.geonames.org/2945024,https://www.geonames.org/2910685,https://briefe-der-romantik.de/letters/view/17149?left=text&query_id=6773ee556fe85
[vor dem 03.04.1801],August Wilhelm von Schlegel,Luise Wiedemann,Berlin,Braunschweig,https://www.geonames.org/2950159,https://www.geonames.org/2945024,https://briefe-der-romantik.de/letters/view/17150?left=text&query_id=6773ee556fe85
[vor dem 09.04.1801],August Wilhelm von Schlegel,Caroline von Schelling,Berlin,Hamburg,https://www.geonames.org/2950159,https://www.geonames.org/2911298,https://briefe-der-romantik.de/letters/view/17151?left=text&query_id=6773ee556fe85
"Samstag, 11. April 1801",August Wilhelm von Schlegel,Caroline von Schelling,Berlin,"Harburg, Elbe",https://www.geonames.org/2950159,https://www.geonames.org/2910685,https://briefe-der-romantik.de/letters/view/17152?left=text&query_id=6773ee556fe85
[nach dem 31.03.1801 und vor dem 14.04.1801},Friedrich Johann Lorenz Meyer,Caroline von Schelling,Hamburg,"Harburg, Elbe",https://www.geonames.org/2911298,https://www.geonames.org/2910685,https://briefe-der-romantik.de/letters/view/17153?left=text&query_id=6773ee556fe85
[vor dem 14.04.1801],August Wilhelm von Schlegel,Johann Friedrich Gottlieb Unger,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17154?left=text&query_id=6773ee556fe85
[vor dem 16.04.1801],Johann Friedrich Gottlieb Unger,August Wilhelm von Schlegel,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17155?left=text&query_id=6773ee556fe85
[vor dem 18.04.1801],Johann Friedrich Gottlieb Unger,August Wilhelm von Schlegel,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17156?left=text&query_id=6773ee556fe85
[vor dem 20.04.1801],Luise Gotter,Caroline von Schelling,Gotha,Jena,https://www.geonames.org/2918752,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17157?left=text&query_id=6773ee556fe85
[Winter 1800/1801],Friedrich Wilhelm Joseph Schelling,Johann Gottlieb Fichte,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17158?left=text&query_id=6773ee556fe85
"Montag, 27. April 1801",Caroline von Schelling,Ludwig Tieck,Jena,Dresden,https://www.geonames.org/2895044,https://www.geonames.org/2935022,https://briefe-der-romantik.de/letters/view/17159?left=text&query_id=6773ee556fe85
[vor dem 05.05.1801],August Wilhelm von Schlegel,Caroline von Schelling,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17160?left=text&query_id=6773ee556fe85
